unique_id,Primary_Name,Secondary_Name,Fathers_me,Birthplace,Birthplace_Code,Certainty_of_Birthplace,Work/Living_Places,Work/Living_Places_Code,Endeavor_codes,Endeavors,Era,Century,Fame,philosophy,culture,economy,politics,military,religion
Lydiadas_1676,Lydiadas,,Eudamus,,,3,Rome,0,"107,",,,2,0.1,0,1,0,0,0,0
Lygdamus_1677,Lygdamus,,,,,3,Rome,0,"603,",,21,,0.2,0,0,0,1,0,0
Lysander_1678,Lysander,,,,,3,NA,0,"107,",,NA,,0.1,0,1,0,0,0,0
Lysanias _1679,Lysanias ,,,Numidia,,1,Rome,0,"417,504",,25,,0.2,0,1,0,1,0,0
Lysanias _1680,Lysanias ,of Mallus,,Gaul,,3,"Numidia,Rome","0,0","108,",,44,,0.3,1,0,0,0,0,0
Lysias_1681,Lysias,,Cephalus,Syme (Simi),522,1,Syme,0,"607,502",,22,,0.3,0,0,1,1,0,0
Lysippus (one)_1682,Lysippus (one),,,Sparta,,1,"Sparta,Actium,Cythera","345,0,0","108,",,17,,0.2,1,0,0,0,0,0
Lysippus (two)_1683,Lysippus (two),,,Paphos,,1,"Paphos,Alexandria","1019,0","703,110",,28,,0.7,1,1,0,0,0,0
Licinius Imbrex_1684,Licinius Imbrex,,,Cottian Alps,,3,Cottian Alps,0,"606,",,12,,0.2,0,0,0,1,0,0
Iulius Agrippa I_1685,Iulius Agrippa I,Marcus,grandson of Herod (one),,,3,"Rome,Bithynia","0,0","411,409",,25,,0.1,0,1,0,0,0,0
Iulius Valerius Alexander Polemius _1686,Iulius Valerius Alexander Polemius ,,,Umbria,2335,1,"Bithynia,Cyrene,Crete","0,1028,0","407,413,410",,26,,0.2,0,0,0,1,0,0
Licinius Stolo_1687,Licinius Stolo,Gaius,,Gaul,,3,Gaul,0,"113,",,,-6,0.2,0,1,0,0,0,0
Iulia (three)_1688,Iulia (three),,Augustus,Athens,,1,Athens,361,"107,",,,-4,0.1,0,1,0,0,0,0
Iulius Cerialis_1689,Iulius Cerialis,,,Alexandria,,3,"Judaea,Egypt","0,0","601,",,41,,0.2,0,0,0,1,0,0
Iustus_1690,Iustus,,,,,3,NA,0,"201,",,9,,0.2,0,1,0,0,0,0
Ligarius _1691,Ligarius ,Quintus,,Athens,,1,Athens,361,"107,",,9,,0.2,0,1,0,0,0,0
Lycortas_1692,Lycortas,,Theridas,Sparta,,1,Sparta,345,"701,",,41,,0.4,0,0,0,0,0,1
Iulia (five)_1693,Iulia (five),,Germanicus,Tarentum,,2,Tarentum,0,"603,",,3,,0.2,0,0,0,1,0,0
Iulius Quadratus Bassus_1694,Iulius Quadratus Bassus,Gaius,,,,3,"Spain,Lusitania","0,0","412,",,9,,0.2,0,0,0,1,0,0
Jordanes_1695,Jordanes,,,Greece,,3,Greece,0,"423,417",,9,,0.3,0,0,0,1,0,0
Lachares_1696,Lachares,,,Africa,,3,"Spain,Lower Germany","0,0","603,",,3,,0.5,0,0,0,1,0,0
Lamachus_1697,Lamachus,,,,,3,Rome,0,"113,",,25,,0.2,0,1,0,0,0,0
Lollianus_1698,Lollianus,,,Athens,,1,Athens,361,"113,",,11,,0.3,0,1,0,0,0,0
Iulius Caesar_1699,Iulius Caesar,Lucius (three),(two),,,3,"Asia Minor,Lycia,Lycia, Pamphylia, Syria, Moesia","0,0,0,0,0,0","121,",,,-7,0.1,0,1,0,0,0,0
Iulius Caesar_1700,Iulius Caesar,Germanicus,Nero Claudius Drusus,,,3,NA,0,"118,",,6,,0.1,1,0,0,0,0,0
Iulius Caesar_1701,Iulius Caesar,Lucius (four),Agrippa,Mytilene,,2,NA,0,"312,",,5,,0.3,1,0,0,0,0,0
Lucceius_1702,Lucceius,Lucius,,,,3,"Rome,Illyricum","0,0","603,",,,-4,0.1,0,0,0,1,0,0
Iulia (two)_1703,Iulia (two),,Caesar,Athens,,1,Athens,361,"119,110,107",,37,,0.8,1,1,0,0,0,0
Lampon_1704,Lampon,,,,,3,Rome,0,"601,",,35,,0.7,0,0,0,1,0,0
Licinius Crassus Dives Mucianus_1705,Licinius Crassus Dives Mucianus,Publius,,Pherae,,1,Pherae,414,"113,",,20,,0.2,0,1,0,0,0,0
Licinius Mucianus_1706,Licinius Mucianus,Gaius,,Danube,,3,Moontiacum,0,"402,",,38,,0.2,0,0,0,1,0,0
Lysis (two)_1707,Lysis (two),,,Thagaste,,1,Thagaste,0,"113,",,38,,0.2,0,1,0,0,0,0
Iulius Caesar_1708,Iulius Caesar,Lucius (two),(one),Sparta,,1,Rome,0,"427,411,113",,20,,0.3,0,1,0,1,0,0
Iulius Civilis_1709,Iulius Civilis,Gaius,,Athens,,1,Athens,361,"411,409",,18,,0.5,0,1,0,0,0,0
Lycophron (two)_1710,Lycophron (two),,,Stridon,,1,"Rome,Trier,Antioch","0,0,0","420,407,404",,20,,1,0,1,0,1,0,0
Isocrates_1711,Isocrates,,,Cyrene,,1,Cyrene,1028,"425,407",,19,,0.2,0,0,0,1,0,0
Iulius Cornutus Tertullus_1712,Iulius Cornutus Tertullus,Gaius,,,,3,"Gaul,Rome","0,0","407,",,16,,0.1,0,0,0,1,0,0
Iulius Paulus_1713,Iulius Paulus,,,Gaul,,3,Gaul,0,"417,413",,19,,0.2,0,0,0,1,0,0
Iulius Verus_1714,Iulius Verus,Gnaeus,Sextus Iulius Severus,Rome,,1,"Rome,Artagira,Italy, Lycia","0,0,0,0","113,",,14,,0.1,0,1,0,0,0,0
Iulius Victor_1715,Iulius Victor,Gaius,,,,3,"Rome,Pontia","0,0","407,418,418,421",,19,,0.8,0,1,0,1,0,0
Iunius Brutus Damasippus_1716,Iunius Brutus Damasippus,Lucius,,Athens,,1,Athens,361,"409,411,407,403",,17,,0.2,0,1,0,1,0,0
Iuvencus_1717,Iuvencus,Gaius Vettius Aquilinus,,Tiberias,,1,"Tiberias,Galilee","0,0","407,410",,21,,0.3,0,0,0,1,0,0
Larcius Licinus_1718,Larcius Licinus,,,,,3,NA,0,"601,",,33,,0.6,0,0,0,1,0,0
Iphicrates_1719,Iphicrates,,,,,3,"Rome,Po Valley","0,0","108,425,420",,19,,0.2,1,0,0,1,0,0
Iunius Silanus_1720,Iunius Silanus,Lucius,M. Iunius Silanus Torquatus,,,3,"Spain,Italy","0,0","407,406",,25,,0.3,0,0,0,1,0,0
Leonidas (three)_1721,Leonidas (three),,,Aequum,,3,"Lower Germany,Britain,Syria, Dacia, Pergamum","0,0,0,0,828","420,418",,20,,0.2,0,0,0,1,0,0
Iulius caesar_1722,Iulius caesar,Gaius (one),Aes,,,3,"Africa,Pannonia","0,0","601,",,32,,0.5,0,0,0,1,0,0
Iulius Tiro_1723,Iulius Tiro,,,Tarentum,,1,"Tarentum,Achaea,Thebes","0,229,221","425,",,8,,0.5,0,0,0,1,0,0
Leo I (two)_1724,Leo I (two),,,Syria,,2,Greece,0,"113,110",,,-5,0.1,0,1,0,0,0,0
Livia Iulia_1725,Livia Iulia,,,,,3,"NA,Pontian islands","0,0","407,411",,27,,0.3,0,1,0,1,0,0
Iunius Silanus_1726,Iunius Silanus,Gaius Appius,,Pella,,1,Pella,543,"413,",,21,,0.2,0,0,0,1,0,0
Iulia (four)_1727,Iulia (four),,Agrippa,Megalopolis,,1,"Megalopolis,Rome","282,0","606,602",,23,,0.2,0,0,0,1,0,0
Licinius Valerianus_1728,Licinius Valerianus,Publius,,Athens,,1,"Athens,Black Sea","361,0","503,113",,14,,0.8,0,1,1,0,0,0
Lucretius Afella_1729,Lucretius Afella,Quintus,,,,3,Rome,0,"606,602",,21,,0.5,0,0,0,1,0,0
Ion (two)_1730,Ion (two),,,Flavia Neapolis,,3,Rome,0,"418,421",,19,,0.4,0,1,0,1,0,0
Isigonus_1731,Isigonus,,,,,3,NA,0,"425,404",,17,,0.2,0,1,0,1,0,0
Iulius Philippus_1732,Iulius Philippus,Marcus,,,,3,Rome,0,"407,",,14,,0.3,0,0,0,1,0,0
Iulius Sacrovir_1733,Iulius Sacrovir,,,Eliberri,,3,Baetica,0,"108,",,22,,2.7,1,0,0,0,0,0
Lysistratus_1734,Lysistratus,,,Argos,,1,Argos,115,"107,",,,-3,0.1,0,1,0,0,0,0
Lydus_1735,Lydus,,Laurentius,,,3,NA,0,"304,",,24,,0.1,1,0,0,0,0,0
Iamblichus (one)_1736,Iamblichus (one),,,,,3,Rome,0,"113,",,25,,0.1,0,1,0,0,0,0
Iulius Modestus_1737,Iulius Modestus,,,,,3,Rome,0,"425,420",,20,,0.2,0,0,0,1,0,0
Iunius Nipsus_1738,Iunius Nipsus,Marcus,,Pontus,,1,Zeguma,0,"425,",,28,,0.2,0,0,0,1,0,0
Iunius Silanus_1739,Iunius Silanus,Marcus (two),C. Iunius Silanus (one),,,3,"Capua,Gaul","0,0","407,413,410",,21,,0.3,0,0,0,1,0,0
Juba (three)_1740,Juba (three),,,,,3,Rome,0,"107,",,,2,0.2,0,1,0,0,0,0
Lasus_1741,Lasus,,Charminus,,,3,"Thrace,Asia Minor","0,0","606,602",,24,,0.2,0,0,0,1,0,0
Lacantius_1742,Lacantius,Firmianus,,Caria,,3,Caria,0,"107,",,31,,1,0,1,0,0,0,0
Iunius Brutus Albinus_1743,Iunius Brutus Albinus,Decimus,Decimus Brutus,Athens,,1,"Athens,Corinth,Thrace, Egypt","361,227,0,0","420,",,29,,0.2,0,0,0,1,0,0
Labienus_1744,Labienus,Titus (two),,Patavium,,1,Rome,0,"107,",,28,,0.6,0,1,0,0,0,0
Isyllus_1745,Isyllus,,,,,3,Hispania Tarraconensis,0,"423,107,113",,17,,1,0,1,0,1,0,0
Licinius Crassus_1746,Licinius Crassus,Lucius,,Alexandria,,3,"Germany,Italy,Balkans, Nestus, Mediolanum","0,0,0,0,0","113,",,20,,4,0,1,0,0,0,0
Locusta_1747,Locusta,,,Sparta,,1,Sparta,345,"606,",,2,,0.2,0,0,0,1,0,0
Lucretius Tricipitinus_1748,Lucretius Tricipitinus,Spurius,,,,3,Rome,0,"113,",,25,,0.2,0,1,0,0,0,0
Luscius Lanuvinus_1749,Luscius Lanuvinus,,,,,3,Rome,0,"423,424",,22,,0.6,0,0,0,1,0,0
Iunius Brutus _1750,Iunius Brutus ,Marcus (one),,,,3,Rome,0,"504,",,1,,0.2,0,1,0,0,0,0
Livia Drusilla_1751,Livia Drusilla,,,,,3,"Italy,exile","0,0","411,607",,,-1,0.1,0,1,0,1,0,0
Isidorus Hispalensis (two)_1752,Isidorus Hispalensis (two),,,Chalcis,,1,"Chalcis,Alexandria","145,0","113,",,NA,,0.1,0,1,0,0,0,0
Iulius Africanus_1753,Iulius Africanus,Sextus,,,,3,NA,0,"607,420,407,504",,27,,0.3,0,1,0,1,0,0
Leonnatus_1754,Leonnatus,,,Macedoi,,3,"Macedonia,Asia,Babylon","0,0,0","407,604",,18,,0.5,0,0,0,1,0,0
Lucillius_1755,Lucillius,,,Epidaurus,,3,Epidaurus,0,"407,",,13,,0.1,0,0,0,1,0,0
Lysis (one)_1756,Lysis (one),,,Rome,,1,Rome,0,"421,",,19,,0.4,0,1,0,0,0,0
Justin_1757,Justin,(Marcus Iunianius Iustinus),,,,3,NA,0,"113,",,6,,0.2,0,1,0,0,0,0
Iulius Atticus_1758,Iulius Atticus,,,Athens,,1,Thurii,0,"110,",,13,,0.2,0,1,0,0,0,0
Leo I (one)_1759,Leo I (one),,,Megalopolis,,1,Megalopolis,282,"605,",,6,,0.2,0,0,0,1,0,0
Iulia Drusilla_1760,Iulia Drusilla,,Germanicus,Commagene,,3,"Commagene,Athens","0,361","107,114",,11,,1.7,1,1,0,0,0,0
Iulius Caesar_1761,Iulius Caesar,Drusus (two),Germanicus,,,3,"Pella,Asia Minor","543,0","427,",,13,,0.4,0,0,0,1,0,0
Iunius Rusticus_1762,Iunius Rusticus,Quintus,,Forum Iulii,,3,"Massalia,Britain","3,0","417,",,16,,0.3,0,0,0,1,0,0
Licinius Macer_1763,Licinius Macer,Gaius,,Gaul,,2,"Gaul,Britain,Asia  ","0,0,0","427,422",,9,,0.2,0,0,0,1,0,0
Iunius Silanus_1764,Iunius Silanus,Gaius (two),C. Iunius Silanus (one),Sparta,,1,Sparta,345,"605,412,417",,13,,0.2,0,0,0,1,0,0
Lactantius Placidus_1765,Lactantius Placidus,,,,,3,Rome,0,"310,108",,10,,0.2,1,0,0,0,0,0
Jason (three)_1766,Jason (three),,,Gaul,,3,Gaul,0,"107,",,44,,0.4,0,1,0,0,0,0
Livius Salinator_1767,Livius Salinator,Marcus,,,,3,Babylonia,0,"113,",,20,,0.2,0,1,0,0,0,0
Isidorus (one)_1768,Isidorus (one),,,Chalcis,,1,"Rome,Syria","0,0","108,",,NA,,0.2,1,0,0,0,0,0
Iulia Balbilla_1769,Iulia Balbilla,,granddaughter of Ti. Claudius Balbillus,,,3,"Rome,Italy","0,0","411,",,6,,1.4,0,1,0,0,0,0
Labienus_1770,Labienus,Titus,,,,3,"Patavian,Rome","0,0","111,110",,,-2,0.1,1,1,0,0,0,0
Lutatius Catulus_1771,Lutatius Catulus,Quintus (two),(one),,,3,Rome,0,"412,419",,6,,0.5,0,0,0,1,0,0
Iulius Aruelius Uranius Antoninus_1772,Iulius Aruelius Uranius Antoninus,Lucius,,Bosporus,,3,Bosporus,0,"201,",,9,,0.9,0,1,0,0,0,0
Juba II_1773,Juba II,,,,,3,"Iberia,Lusitania,Illyricum","0,0,0","423,406",,11,,0.5,0,0,0,1,0,0
Lamprocles_1774,Lamprocles,,,,,3,Rome,0,"206,",,10,,0.1,0,1,0,0,0,0
Lusius Quietus_1775,Lusius Quietus,,,,,3,"Aegean Sea,Sicily ","0,0","102,110",,6,,0.1,0,1,0,0,0,0
Lutatius Catulus_1776,Lutatius Catulus,Gaius,,Mauritania,,3,Mauritania,0,"201,",,9,,0.9,0,1,0,0,0,0
Lycurgus (two)_1777,Lycurgus (two),,,,,3,NA,0,"118,",,6,,0.1,1,0,0,0,0,0
Macrobius Ambrosius Theodosius_1778,Macrobius Ambrosius Theodosius,,,,,0,NA,0,"107,",,5,,1,0,1,0,0,0,0
Maecenas_1779,Maecenas,Gaius,,,,0,"Rome,Philipi ,Italy","0,637,0","423,426",,21,,0.9,0,0,0,1,0,0
Macenas Melissus_1780,Macenas Melissus,Gaius,,,,0,NA,0,"503,107",,NA,,0.2,0,1,1,0,0,0
Maelius Spurius_1781,Maelius Spurius,,,Rome,,1,Rome,0,"504,",,4,,0.2,0,1,0,0,0,0
Maenius_1782,Maenius,Gaius,,,,0,NA,0,"407,",,9,,0.2,0,0,0,1,0,0
Maevius_1783,Maevius,,,,,0,NA,0,"113,",,NA,,0.2,0,1,0,0,0,0
Menander (three)_1784,Menander (three),,,Ephesus,,1,Ephesus,844,"108,",,NA,,0.2,1,0,0,0,0,0
Menecrates (one)_1785,Menecrates (one),,,Xanthus,943,1,Xanthus,943,"108,",,,-4,0.1,1,0,0,0,0,0
Menecrates (two)_1786,Menecrates (two),,,Ephesus,,1,Ephesus,844,"113,",,10,,0.1,0,1,0,0,0,0
Menedemus (one)_1787,Menedemus (one),,,Eretria,,1,"Athens,Elis,Macedonia,  Eretria","361,251,0","102,427",,11,,0.2,0,0,0,1,0,0
Menedemus (two)_1788,Menedemus (two),,,Asia Minor,,1,Asia Minor,0,"102,",,,-3,0.1,0,0,0,0,0,0
Menelaus (three)_1789,Menelaus (three),,,Alexandria,,1,Alexandria,0,"301,303",,26,,0.3,1,0,0,0,0,0
Menelaus (two)_1790,Menelaus (two),,,Greece,,1,Rome,0,"201,",,,1,0.1,0,1,0,0,0,0
Menenius Lanatus_1791,Menenius Lanatus,Agrippa,,Rome,,1,Rome,0,"407,",,2,,0.2,0,0,0,1,0,0
Menestor_1792,Menestor,,,Sybaris,,1,Sybaris,70,"304,",,NA,,0.3,1,0,0,0,0,0
Menexenus_1793,Menexenus,,,Athens,,1,Athens,361,"102,",,6,,0.1,0,0,0,0,0,0
Menippus (one)_1794,Menippus (one),,,Syria,,1,"Syria,Thebes","0,221","107,",,11,,0.4,0,1,0,0,0,0
Menippus (two)_1795,Menippus (two),,,Pergamum,,1,Pergamum,828,"107,",,8,,0.1,0,1,0,0,0,0
Meno_1796,Meno,,,,,0,Athens,361,"307,",,10,,0.1,1,0,0,0,0,0
Menodorus_1797,Menodorus,,,,,0,Rome,0,"503,",,21,,0.2,0,0,1,0,0,0
Menodotus_1798,Menodotus,,,Perinthus,,1,Perinthus,678,"108,",,14,,0.1,1,0,0,0,0,0
Menodotus (three)_1799,Menodotus (three),,,Nicomedia,,1,Nicomedia,0,"102,",,27,,0.1,0,0,0,0,0,0
Menodotus (two)_1800,Menodotus (two),,,Samos,,1,Samos,864,"107,",,NA,,0.1,0,1,0,0,0,0
Mentor (two)_1801,Mentor (two),,,Rhodes,,1,"Rhodes,Egypt","1000,0","417,",,8,,0.2,0,0,0,1,0,0
Merobaudes_1802,Merobaudes,Flavius,,Germany,,1,Spain,0,"402,",,40,,0.2,0,0,0,1,0,0
Mesatus_1803,Mesatus,,,,,0,NA,0,"105,",,4,,0.1,1,0,0,0,0,0
Mesomedes_1804,Mesomedes,,,Crete,,1,"Crete,Rome","0,0","503,113",,28,,0.2,0,1,1,0,0,0
Metagenes_1805,Metagenes,,,Athens,,1,Athens,361,"118,",,6,,0.2,1,0,0,0,0,0
Meton_1806,Meton,,,Athens,,1,Athens,361,"303,",,5,,0.3,1,0,0,0,0,0
Metrodorus (four)_1807,Metrodorus (four),,,Scepsis,,1,Pontus,0,"107,",,19,,0.2,0,1,0,0,0,0
Metrodorus (one)_1808,Metrodorus (one),,,Chios,,1,Chios,840,"303,312",,,-4,0.2,1,0,0,0,0,0
Metrodorus (three)_1809,Metrodorus (three),,,Stratonicea,,1,Stratonicea,0,"102,",,NA,,0.1,0,0,0,0,0,0
Metrodorus (two)_1810,Metrodorus (two),,,Lampsacus,,1,Lampsacus,748,"102,",,6,,0.2,0,0,0,0,0,0
Mettius Pompusianus_1811,Mettius Pompusianus,,,,,0,Corsica,0,"407,",,25,,0.2,0,0,0,1,0,0
Micon_1812,Micon,,,Athens,,1,Athens,361,"202,201",,4,,0.3,0,1,0,0,0,0
Midas (two)_1813,Midas (two),,,Phrygia,,1,Phrygia,0,"603,",,-7,,0.2,0,0,0,1,0,0
Milon_1814,Milon,,,Croton,,1,Croton,56,"506,",,1,,0.1,0,1,0,0,0,0
Miltiades_1815,Miltiades,,,Athens,,1,"Athens,Persia,Lemnos, Athens, ","361,0,0","604,412,414",,2,,0.7,0,0,0,1,0,0
Mimnermus_1816,Mimnermus,,,Smyr,,1,Smyrna,867,"113,",,-5,,0.4,0,1,0,0,0,0
Mindarus_1817,Mindarus,,,Sparta,,1,"Sparta,Abydos,Cyzicus","345,765,0","419,",,6,,0.2,0,0,0,1,0,0
Minicius Fundanus_1818,Minicius Fundanus,Gaius,,,,0,"Italy,Asia","0,0","407,410",,27,,0.1,0,0,0,1,0,0
Minucianus_1819,Minucianus,the Elder,,Athens,,1,Athens,361,"411,119",,,2,0.2,1,1,0,0,0,0
Minucius Augurinus_1820,Minucius Augurinus,Gaius,,,,0,Rome,0,"425,",,15,,0.1,0,0,0,1,0,0
Minucius Esquilinus Augurinus_1821,Minucius Esquilinus Augurinus,Lucius,,,,0,"Rome,Italy","0,0","407,",,4,,0.3,0,0,0,1,0,0
Minucius Felix_1822,Minucius Felix,Marcus,,,,0,NA,0,"107,",,32,,0.2,0,1,0,0,0,0
Minucius Rufus_1823,Minucius Rufus,Marcus (one),,,,0,"Rome,Cannae","0,0","605,407,422",,14,,0.3,0,0,0,1,0,0
Minucius Rufus_1824,Minucius Rufus,Marcus (two),,,,0,Macedonia,0,"407,410",,18,,0.1,0,0,0,1,0,0
Mithradates I_1825,Mithradates I,,,Cius,,1,"Pontus,Paphlagonia","0,0","603,",,12,,0.1,0,0,0,1,0,0
Mithradates II_1826,Mithradates II,,,Pontus,,1,Pontus,0,"603,",,14,,0.2,0,0,0,1,0,0
Mithradates III_1827,Mithradates III,,,Pontus,,1,Pontus,0,"603,",,14,,0.1,0,0,0,1,0,0
Mithradates IV Philopator Philadelphus_1828,Mithradates IV Philopator Philadelphus,,,Pontus,,1,Pontus,0,"603,",,16,,0.1,0,0,0,1,0,0
Mithradates V Euergetes_1829,Mithradates V Euergetes,,,Pontus,,1,"Pontus,Phrygia,Cappadocia","0,0,0","603,",,17,,0.2,0,0,0,1,0,0
Mithradates VI Eupator Dionysus_1830,Mithradates VI Eupator Dionysus,,,Pontus,,1,"Pontus,Paphlagonia,Cappadocia, Bithynia, Greece, Asia, Armenia","0,0,0,0,0,0","603,",,19,,0.9,0,0,0,1,0,0
Mnascles_1831,Mnascles,,,Sicyon,,1,Sicyon,0,"113,",,,-2,0.2,0,1,0,0,0,0
Mnaseas_1832,Mnaseas,,,Lycia,,1,Lycia,0,"501,107",,,-3,0.1,0,1,0,0,0,0
Mnesimachus_1833,Mnesimachus,,,,,0,Athens,361,"118,",,7,,0.1,1,0,0,0,0,0
Moderatus_1834,Moderatus,,,Gades,,1,Gades,0,"102,",,26,,0.2,0,0,0,0,0,0
Moeris_1835,Moeris,,,Attica,,1,Attica,0,"111,",,NA,,0.3,1,0,0,0,0,0
Moero_1836,Moero,,,Byzantium,,1,Byzantium,674,"113,",,11,,0.2,0,1,0,0,0,0
Morsimus_1837,Morsimus,,Philocles,,,0,NA,0,"307,105",,1,,0.1,1,0,0,0,0,0
Moschion_1838,Moschion,,,Athens,,1,Athens,361,"105,",,,-3,0.2,1,0,0,0,0,0
Moschus_1839,Moschus,,,Syracuse,,1,Syracuse,47,"113,",,16,,0.4,0,1,0,0,0,0
Mucia Tertia_1840,Mucia Tertia,,,,,0,Rome,0,"606,602",,19,,0.2,0,0,0,1,0,0
Mucius Scaevola_1841,Mucius Scaevola,Publius,,,,0,NA,0,"403,",,17,,0.2,0,0,0,1,0,0
Mucius Scaevola_1842,Mucius Scaevola,Quintus (one),,,,0,Asia,0,"102,409,420",,17,,0.2,0,1,0,1,0,0
Mucius Scaevola_1843,Mucius Scaevola,Quintus (two),P. Mucius Scaevola,,,0,Rome,0,"411,409,407",,19,,0.7,0,1,0,1,0,0
Mummius_1844,Mummius,Lucius,,,,0,"Lusitania,Macedonia,Corinth","0,0,227","420,410",,16,,0.4,0,0,0,1,0,0
Munatia Plancina_1845,Munatia Plancina,,,,,0,Syria,0,"606,",,23,,0.2,0,0,0,1,0,0
Munatius Plancus_1846,Munatius Plancus,Lucius,,,,0,"Raetia,Lugdunum,Raurica, Gaul, Asia, Syria, Alexandria","0,0,0,0,0,0","420,404",,21,,0.5,0,1,0,1,0,0
Munatius Plancus Bursa_1847,Munatius Plancus Bursa,Titus,,,,0,Rome,0,"425,",,20,,0.2,0,0,0,1,0,0
Musaeus_1848,Musaeus,,,Ephesus,,1,Ephesus,844,"113,",,,-3,0.1,0,1,0,0,0,0
Musonius Rufus_1849,Musonius Rufus,Gaius,,Volsinii,,1,Volsinii,0,"423,102",,25,,0.2,0,0,0,1,0,0
Myron (one)_1850,Myron (one),,,Eleutherae,,1,Eleutherae,957,"201,",,4,,0.3,0,1,0,0,0,0
Myron (two)_1851,Myron (two),,,Priene,,1,Priene,861,"108,",,,-3,0.1,1,0,0,0,0,0
Nabis_1852,Nabis,,Demaratus,Sparta,,1,Sparta,345,"603,",,14,,0.4,0,0,0,1,0,0
Naevius_1853,Naevius,Gnaeus,,Campania,,1,Campania,0,"206,",,13,,0.7,0,1,0,0,0,0
Narcissus (two)_1854,Narcissus (two),,,,,0,"Rome,Gaul","0,0","503,",,24,,0.2,0,0,1,0,0,0
Narses_1855,Narses,,,Persarmenia,,1,"Persarmenia,Alexandria","0,0","422,412",,45,,0.2,0,0,0,1,0,0
Naumachius_1856,Naumachius,,,,,0,NA,0,"113,",,,2,0.1,0,1,0,0,0,0
Nausiphanes_1857,Nausiphanes,,,Teos,,1,Teos,868,"102,",,9,,0.2,0,0,0,0,0,0
Neanthes_1858,Neanthes,,,Cyzicus,,1,Cyzicus,0,"108,",,,-3,0.1,1,0,0,0,0,0
Nearchus_1859,Nearchus,,,Crete,,1,"Crete,India,Lycia, Pamphylia,  Babylon","0,0,0,0","603,",,9,,0.2,0,0,0,1,0,0
Nechepso_1860,Nechepso,,,Greece,,1,Greece,0,"303,",,NA,,0.2,1,0,0,0,0,0
Nemesianus_1861,Nemesianus,Marcus Aurelisu Olympius,,Carthage,,1,Carthage,0,"113,",,,3,0.5,0,1,0,0,0,0
Nemesius _1862,Nemesius ,,,,,0,Syria,0,"701,",,39,,0.2,0,0,0,0,0,1
Neophron_1863,Neophron,,,Sicyon,,1,Sicyon,0,"105,",,NA,,0.2,1,0,0,0,0,0
Neoptolemus (two)_1864,Neoptolemus (two),,,Parium,,1,Parium,0,"113,107",,11,,0.1,0,1,0,0,0,0
Neratius Priscus_1865,Neratius Priscus,Lucius,,Samnium,,1,Samnium,0,"409,407",,26,,0.3,0,1,0,1,0,0
Nero Claudius Caesar_1866,Nero Claudius Caesar,,Cn. Domitius Ahenobarbus,Antium,,1,Rome,0,"601,",,24,,2.6,0,0,0,1,0,0
Nerva_1867,Nerva,Marcus Cocceius,grandson of M. Cocceius Nerva (two),rni,,1,Rome,0,"601,",,26,,1.2,0,0,0,1,0,0
Nicaenetus_1868,Nicaenetus,,,Samos,,2,Samos,864,"121,",,14,,0.2,0,1,0,0,0,0
Nicander_1869,Nicander,,,Claros,,1,Colophon,848,"113,307,114",,,-2,1.1,1,1,0,0,0,0
Nicanor (one)_1870,Nicanor (one),,,Stagira,,1,"Stagira,Asia","0,0","426,",,9,,0.2,0,0,0,1,0,0
Nicanor (two)_1871,Nicanor (two),,,Alexandria,,1,Alexandria,0,"114,",,,2,0.2,1,0,0,0,0,0
Nicarchus_1872,Nicarchus,,,,,0,NA,0,"113,",,NA,,0.1,0,1,0,0,0,0
Niceta_1873,Niceta,,,,,0,Remesiana,0,"701,",,39,,0.1,0,0,0,0,0,1
Nicias (one)_1874,Nicias (one),,,Athens,,1,Athens,361,"427,412",,38,,0.5,0,0,0,1,0,0
Nicias (three)_1875,Nicias (three),,,Nicaea,,1,Nicaea,0,"102,",,NA,,0.1,0,0,0,0,0,0
Nicias (two)_1876,Nicias (two),,,Athens,,1,Athens,361,"202,",,9,,0.2,0,1,0,0,0,0
Nicochares_1877,Nicochares,,Philonides (one),Athens,,1,Athens,361,"118,",,7,,0.1,1,0,0,0,0,0
Nicolaus_1878,Nicolaus,of Damascus,,Damascus,,1,Alexandria,0,"108,107,110",,21,,0.7,1,1,0,0,0,0
Nicomachus (one)_1879,Nicomachus (one),,Aristotle,Athens,,1,Athens,361,"0,",,,-4,0.1,0,0,0,0,0,0
Nicomachus (three)_1880,Nicomachus (three),,,Gerasa,,1,Gerasa,0,"301,210",,27,,0.3,1,1,0,0,0,0
Nicomachus (two)_1881,Nicomachus (two),,,,,0,NA,0,"118,",,12,,0.1,1,0,0,0,0,0
Nicomachus Flavianus_1882,Nicomachus Flavianus,Virius,,,,0,"Africa,Italy,Illyricum","0,0,0","402,422,418",,38,,0.3,0,0,0,1,0,0
Nicomedes_1883,Nicomedes,,,Bithynia,,1,Bithynia,0,"603,",,,-3,0.3,0,0,0,1,0,0
Nicomedes (five)_1884,Nicomedes (five),,,,,0,NA,0,"301,",,14,,0.2,1,0,0,0,0,0
Nicophon_1885,Nicophon,,,Athens,,1,Athens,361,"118,",,7,,0.1,1,0,0,0,0,0
Nicostratus (one)_1886,Nicostratus (one),,,,,0,NA,0,"118,",,NA,,0.1,1,0,0,0,0,0
Nicostratus (two)_1887,Nicostratus (two),,,,,0,Athens,361,"118,",,10,,0.1,1,0,0,0,0,0
